ObservationDate,Shorthand,From,To,Price
23/06/2009,Q4_10,01/10/2010,31/12/2010,0.577
23/06/2009,Q1_11,01/01/2011,31/03/2011,0.654
23/06/2009,Q2_11,01/04/2011,30/06/2011,0.5385
23/06/2009,Q3_11,01/07/2011,30/09/2011,0.5215
23/06/2009,Q4_11,01/10/2011,31/12/2011,0.622
23/06/2009,Q1_12,01/01/2012,31/03/2012,0.703
23/06/2009,Q2_12,01/04/2012,30/06/2012,0.578
23/06/2009,Q3_12,01/07/2012,30/09/2012,0.558
23/06/2009,Q4_12,01/10/2012,31/12/2012,0.668
23/06/2009,Q1_13,01/01/2013,31/03/2013,0.752
23/06/2009,Q2_13,01/04/2013,30/06/2013,0.6165
23/06/2009,Q3_13,01/07/2013,30/09/2013,0.5955
23/06/2009,Q4_13,01/10/2013,31/12/2013,0.687
23/06/2009,Q1_14,01/01/2014,31/03/2014,0.772
23/06/2009,Q2_14,01/04/2014,30/06/2014,0.633
23/06/2009,Q3_14,01/07/2014,30/09/2014,0.612
24/06/2009,Q3_09,01/07/2009,30/09/2009,0.273
24/06/2009,Q4_09,01/10/2009,31/12/2009,0.44475
24/06/2009,Q1_10,01/01/2010,31/03/2010,0.54025
24/06/2009,Q2_10,01/04/2010,30/06/2010,0.4555
24/06/2009,Q3_10,01/07/2010,30/09/2010,0.4375
24/06/2009,Q4_10,01/10/2010,31/12/2010,0.575
24/06/2009,Q1_11,01/01/2011,31/03/2011,0.652
24/06/2009,Q2_11,01/04/2011,30/06/2011,0.54
24/06/2009,Q3_11,01/07/2011,30/09/2011,0.523
24/06/2009,Q4_11,01/10/2011,31/12/2011,0.623
24/06/2009,Q1_12,01/01/2012,31/03/2012,0.704
24/06/2009,Q2_12,01/04/2012,30/06/2012,0.581
24/06/2009,Q3_12,01/07/2012,30/09/2012,0.561
24/06/2009,Q4_12,01/10/2012,31/12/2012,0.667
24/06/2009,Q1_13,01/01/2013,31/03/2013,0.751
24/06/2009,Q2_13,01/04/2013,30/06/2013,0.6175
24/06/2009,Q3_13,01/07/2013,30/09/2013,0.5965
24/06/2009,Q4_13,01/10/2013,31/12/2013,0.687
24/06/2009,Q1_14,01/01/2014,31/03/2014,0.772
24/06/2009,Q2_14,01/04/2014,30/06/2014,0.633
24/06/2009,Q3_14,01/07/2014,30/09/2014,0.612
25/06/2009,Q3_09,01/07/2009,30/09/2009,0.26825
25/06/2009,Q4_09,01/10/2009,31/12/2009,0.44425
25/06/2009,Q1_10,01/01/2010,31/03/2010,0.53675
25/06/2009,Q2_10,01/04/2010,30/06/2010,0.4555
25/06/2009,Q3_10,01/07/2010,30/09/2010,0.4375
25/06/2009,Q4_10,01/10/2010,31/12/2010,0.5705
25/06/2009,Q1_11,01/01/2011,31/03/2011,0.6475
25/06/2009,Q2_11,01/04/2011,30/06/2011,0.5395
25/06/2009,Q3_11,01/07/2011,30/09/2011,0.5225
25/06/2009,Q4_11,01/10/2011,31/12/2011,0.6195
25/06/2009,Q1_12,01/01/2012,31/03/2012,0.7005
25/06/2009,Q2_12,01/04/2012,30/06/2012,0.58
25/06/2009,Q3_12,01/07/2012,30/09/2012,0.56
25/06/2009,Q4_12,01/10/2012,31/12/2012,0.664
25/06/2009,Q1_13,01/01/2013,31/03/2013,0.748
25/06/2009,Q2_13,01/04/2013,30/06/2013,0.6165
25/06/2009,Q3_13,01/07/2013,30/09/2013,0.5955
25/06/2009,Q4_13,01/10/2013,31/12/2013,0.684
25/06/2009,Q1_14,01/01/2014,31/03/2014,0.769
25/06/2009,Q2_14,01/04/2014,30/06/2014,0.6325
25/06/2009,Q3_14,01/07/2014,30/09/2014,0.6115
26/06/2009,Q3_09,01/07/2009,30/09/2009,0.2625
26/06/2009,Q4_09,01/10/2009,31/12/2009,0.43625
26/06/2009,Q1_10,01/01/2010,31/03/2010,0.52675
26/06/2009,Q2_10,01/04/2010,30/06/2010,0.4465
26/06/2009,Q3_10,01/07/2010,30/09/2010,0.4285
26/06/2009,Q4_10,01/10/2010,31/12/2010,0.5575
26/06/2009,Q1_11,01/01/2011,31/03/2011,0.6345
26/06/2009,Q2_11,01/04/2011,30/06/2011,0.53
26/06/2009,Q3_11,01/07/2011,30/09/2011,0.513
26/06/2009,Q4_11,01/10/2011,31/12/2011,0.6095
26/06/2009,Q1_12,01/01/2012,31/03/2012,0.6905
26/06/2009,Q2_12,01/04/2012,30/06/2012,0.57
26/06/2009,Q3_12,01/07/2012,30/09/2012,0.55
26/06/2009,Q4_12,01/10/2012,31/12/2012,0.654
26/06/2009,Q1_13,01/01/2013,31/03/2013,0.738
26/06/2009,Q2_13,01/04/2013,30/06/2013,0.6065
26/06/2009,Q3_13,01/07/2013,30/09/2013,0.5855
26/06/2009,Q4_13,01/10/2013,31/12/2013,0.6735
26/06/2009,Q1_14,01/01/2014,31/03/2014,0.7585
26/06/2009,Q2_14,01/04/2014,30/06/2014,0.6225
26/06/2009,Q3_14,01/07/2014,30/09/2014,0.6015
29/06/2009,Q3_09,01/07/2009,30/09/2009,0.26975
29/06/2009,Q4_09,01/10/2009,31/12/2009,0.43975
29/06/2009,Q1_10,01/01/2010,31/03/2010,0.53225
29/06/2009,Q2_10,01/04/2010,30/06/2010,0.449
29/06/2009,Q3_10,01/07/2010,30/09/2010,0.431
29/06/2009,Q4_10,01/10/2010,31/12/2010,0.5615
29/06/2009,Q1_11,01/01/2011,31/03/2011,0.6385
29/06/2009,Q2_11,01/04/2011,30/06/2011,0.5335
29/06/2009,Q3_11,01/07/2011,30/09/2011,0.5165
29/06/2009,Q4_11,01/10/2011,31/12/2011,0.6095
29/06/2009,Q1_12,01/01/2012,31/03/2012,0.6905
29/06/2009,Q2_12,01/04/2012,30/06/2012,0.5785
29/06/2009,Q3_12,01/07/2012,30/09/2012,0.5585
29/06/2009,Q4_12,01/10/2012,31/12/2012,0.666
29/06/2009,Q1_13,01/01/2013,31/03/2013,0.75
29/06/2009,Q2_13,01/04/2013,30/06/2013,0.6155
29/06/2009,Q3_13,01/07/2013,30/09/2013,0.5945
29/06/2009,Q4_13,01/10/2013,31/12/2013,0.6835
29/06/2009,Q1_14,01/01/2014,31/03/2014,0.7685
29/06/2009,Q2_14,01/04/2014,30/06/2014,0.631
29/06/2009,Q3_14,01/07/2014,30/09/2014,0.61
30/06/2009,Q3_09,01/07/2009,30/09/2009,0.25825
30/06/2009,Q4_09,01/10/2009,31/12/2009,0.427
30/06/2009,Q1_10,01/01/2010,31/03/2010,0.523
30/06/2009,Q2_10,01/04/2010,30/06/2010,0.4365
30/06/2009,Q3_10,01/07/2010,30/09/2010,0.4185
30/06/2009,Q4_10,01/10/2010,31/12/2010,0.549
30/06/2009,Q1_11,01/01/2011,31/03/2011,0.626
30/06/2009,Q2_11,01/04/2011,30/06/2011,0.5285
30/06/2009,Q3_11,01/07/2011,30/09/2011,0.5115
30/06/2009,Q4_11,01/10/2011,31/12/2011,0.6035
30/06/2009,Q1_12,01/01/2012,31/03/2012,0.6845
30/06/2009,Q2_12,01/04/2012,30/06/2012,0.5735
30/06/2009,Q3_12,01/07/2012,30/09/2012,0.5535
30/06/2009,Q4_12,01/10/2012,31/12/2012,0.6535
30/06/2009,Q1_13,01/01/2013,31/03/2013,0.7375
30/06/2009,Q2_13,01/04/2013,30/06/2013,0.6135
30/06/2009,Q3_13,01/07/2013,30/09/2013,0.5925
30/06/2009,Q4_13,01/10/2013,31/12/2013,0.6735
30/06/2009,Q1_14,01/01/2014,31/03/2014,0.7585
30/06/2009,Q2_14,01/04/2014,30/06/2014,0.6295
30/06/2009,Q3_14,01/07/2014,30/09/2014,0.6085
01/07/2009,Q4_09,01/10/2009,31/12/2009,0.42325
01/07/2009,Q1_10,01/01/2010,31/03/2010,0.51475
01/07/2009,Q2_10,01/04/2010,30/06/2010,0.432
01/07/2009,Q3_10,01/07/2010,30/09/2010,0.414
01/07/2009,Q4_10,01/10/2010,31/12/2010,0.543
01/07/2009,Q1_11,01/01/2011,31/03/2011,0.62
01/07/2009,Q2_11,01/04/2011,30/06/2011,0.526
01/07/2009,Q3_11,01/07/2011,30/09/2011,0.509
01/07/2009,Q4_11,01/10/2011,31/12/2011,0.5995
01/07/2009,Q1_12,01/01/2012,31/03/2012,0.6805
01/07/2009,Q2_12,01/04/2012,30/06/2012,0.5695
01/07/2009,Q3_12,01/07/2012,30/09/2012,0.5495
01/07/2009,Q4_12,01/10/2012,31/12/2012,0.6515
01/07/2009,Q1_13,01/01/2013,31/03/2013,0.7355
01/07/2009,Q2_13,01/04/2013,30/06/2013,0.611
01/07/2009,Q3_13,01/07/2013,30/09/2013,0.59
01/07/2009,Q4_13,01/10/2013,31/12/2013,0.6715
01/07/2009,Q1_14,01/01/2014,31/03/2014,0.7565
01/07/2009,Q2_14,01/04/2014,30/06/2014,0.6275
01/07/2009,Q3_14,01/07/2014,30/09/2014,0.6065
01/07/2009,Q4_14,01/10/2014,31/12/2014,0.6845
02/07/2009,Q4_09,01/10/2009,31/12/2009,0.414
02/07/2009,Q1_10,01/01/2010,31/03/2010,0.507
02/07/2009,Q2_10,01/04/2010,30/06/2010,0.424
02/07/2009,Q3_10,01/07/2010,30/09/2010,0.406
02/07/2009,Q4_10,01/10/2010,31/12/2010,0.5315
02/07/2009,Q1_11,01/01/2011,31/03/2011,0.6085
02/07/2009,Q2_11,01/04/2011,30/06/2011,0.5185
02/07/2009,Q3_11,01/07/2011,30/09/2011,0.5015
02/07/2009,Q4_11,01/10/2011,31/12/2011,0.592
02/07/2009,Q1_12,01/01/2012,31/03/2012,0.673
02/07/2009,Q2_12,01/04/2012,30/06/2012,0.563
02/07/2009,Q3_12,01/07/2012,30/09/2012,0.543
02/07/2009,Q4_12,01/10/2012,31/12/2012,0.647
02/07/2009,Q1_13,01/01/2013,31/03/2013,0.731
02/07/2009,Q2_13,01/04/2013,30/06/2013,0.606
02/07/2009,Q3_13,01/07/2013,30/09/2013,0.585
02/07/2009,Q4_13,01/10/2013,31/12/2013,0.6665
02/07/2009,Q1_14,01/01/2014,31/03/2014,0.7515
02/07/2009,Q2_14,01/04/2014,30/06/2014,0.6235
02/07/2009,Q3_14,01/07/2014,30/09/2014,0.6025
02/07/2009,Q4_14,01/10/2014,31/12/2014,0.6805
03/07/2009,Q4_09,01/10/2009,31/12/2009,0.40425
03/07/2009,Q1_10,01/01/2010,31/03/2010,0.49575
03/07/2009,Q2_10,01/04/2010,30/06/2010,0.417
03/07/2009,Q3_10,01/07/2010,30/09/2010,0.399
03/07/2009,Q4_10,01/10/2010,31/12/2010,0.5265
03/07/2009,Q1_11,01/01/2011,31/03/2011,0.6035
03/07/2009,Q2_11,01/04/2011,30/06/2011,0.5145
03/07/2009,Q3_11,01/07/2011,30/09/2011,0.4975
03/07/2009,Q4_11,01/10/2011,31/12/2011,0.587
03/07/2009,Q1_12,01/01/2012,31/03/2012,0.668
03/07/2009,Q2_12,01/04/2012,30/06/2012,0.562
03/07/2009,Q3_12,01/07/2012,30/09/2012,0.542
03/07/2009,Q4_12,01/10/2012,31/12/2012,0.644
03/07/2009,Q1_13,01/01/2013,31/03/2013,0.728
03/07/2009,Q2_13,01/04/2013,30/06/2013,0.6045
03/07/2009,Q3_13,01/07/2013,30/09/2013,0.5835
03/07/2009,Q4_13,01/10/2013,31/12/2013,0.6645
03/07/2009,Q1_14,01/01/2014,31/03/2014,0.7495
03/07/2009,Q2_14,01/04/2014,30/06/2014,0.6225
03/07/2009,Q3_14,01/07/2014,30/09/2014,0.6015
03/07/2009,Q4_14,01/10/2014,31/12/2014,0.6795
06/07/2009,Q4_09,01/10/2009,31/12/2009,0.394
06/07/2009,Q1_10,01/01/2010,31/03/2010,0.482
06/07/2009,Q2_10,01/04/2010,30/06/2010,0.41
06/07/2009,Q3_10,01/07/2010,30/09/2010,0.392
06/07/2009,Q4_10,01/10/2010,31/12/2010,0.5185
06/07/2009,Q1_11,01/01/2011,31/03/2011,0.5955
06/07/2009,Q2_11,01/04/2011,30/06/2011,0.506
06/07/2009,Q3_11,01/07/2011,30/09/2011,0.489
06/07/2009,Q4_11,01/10/2011,31/12/2011,0.577
06/07/2009,Q1_12,01/01/2012,31/03/2012,0.658
06/07/2009,Q2_12,01/04/2012,30/06/2012,0.554
06/07/2009,Q3_12,01/07/2012,30/09/2012,0.534
06/07/2009,Q4_12,01/10/2012,31/12/2012,0.6325
06/07/2009,Q1_13,01/01/2013,31/03/2013,0.7165
06/07/2009,Q2_13,01/04/2013,30/06/2013,0.5925
06/07/2009,Q3_13,01/07/2013,30/09/2013,0.5715
06/07/2009,Q4_13,01/10/2013,31/12/2013,0.6555
06/07/2009,Q1_14,01/01/2014,31/03/2014,0.7405
06/07/2009,Q2_14,01/04/2014,30/06/2014,0.611
06/07/2009,Q3_14,01/07/2014,30/09/2014,0.59
06/07/2009,Q4_14,01/10/2014,31/12/2014,0.6695
07/07/2009,Q4_09,01/10/2009,31/12/2009,0.39325
07/07/2009,Q1_10,01/01/2010,31/03/2010,0.4775
07/07/2009,Q2_10,01/04/2010,30/06/2010,0.412
07/07/2009,Q3_10,01/07/2010,30/09/2010,0.394
07/07/2009,Q4_10,01/10/2010,31/12/2010,0.5175
07/07/2009,Q1_11,01/01/2011,31/03/2011,0.5945
07/07/2009,Q2_11,01/04/2011,30/06/2011,0.5055
07/07/2009,Q3_11,01/07/2011,30/09/2011,0.4885
07/07/2009,Q4_11,01/10/2011,31/12/2011,0.578
07/07/2009,Q1_12,01/01/2012,31/03/2012,0.659
07/07/2009,Q2_12,01/04/2012,30/06/2012,0.557
07/07/2009,Q3_12,01/07/2012,30/09/2012,0.537
07/07/2009,Q4_12,01/10/2012,31/12/2012,0.635
07/07/2009,Q1_13,01/01/2013,31/03/2013,0.719
07/07/2009,Q2_13,01/04/2013,30/06/2013,0.5975
07/07/2009,Q3_13,01/07/2013,30/09/2013,0.5765
07/07/2009,Q4_13,01/10/2013,31/12/2013,0.656
07/07/2009,Q1_14,01/01/2014,31/03/2014,0.741
07/07/2009,Q2_14,01/04/2014,30/06/2014,0.613
07/07/2009,Q3_14,01/07/2014,30/09/2014,0.592
07/07/2009,Q4_14,01/10/2014,31/12/2014,0.6695
08/07/2009,Q4_09,01/10/2009,31/12/2009,0.39425
08/07/2009,Q1_10,01/01/2010,31/03/2010,0.48
08/07/2009,Q2_10,01/04/2010,30/06/2010,0.417
08/07/2009,Q3_10,01/07/2010,30/09/2010,0.399
08/07/2009,Q4_10,01/10/2010,31/12/2010,0.5225
08/07/2009,Q1_11,01/01/2011,31/03/2011,0.5995
08/07/2009,Q2_11,01/04/2011,30/06/2011,0.5095
08/07/2009,Q3_11,01/07/2011,30/09/2011,0.4925
08/07/2009,Q4_11,01/10/2011,31/12/2011,0.5825
08/07/2009,Q1_12,01/01/2012,31/03/2012,0.6635
08/07/2009,Q2_12,01/04/2012,30/06/2012,0.561
08/07/2009,Q3_12,01/07/2012,30/09/2012,0.541
08/07/2009,Q4_12,01/10/2012,31/12/2012,0.642
08/07/2009,Q1_13,01/01/2013,31/03/2013,0.726
08/07/2009,Q2_13,01/04/2013,30/06/2013,0.6025
08/07/2009,Q3_13,01/07/2013,30/09/2013,0.5815
08/07/2009,Q4_13,01/10/2013,31/12/2013,0.661
08/07/2009,Q1_14,01/01/2014,31/03/2014,0.746
08/07/2009,Q2_14,01/04/2014,30/06/2014,0.618
08/07/2009,Q3_14,01/07/2014,30/09/2014,0.596
08/07/2009,Q4_14,01/10/2014,31/12/2014,0.6735
09/07/2009,Q4_09,01/10/2009,31/12/2009,0.39225
09/07/2009,Q1_10,01/01/2010,31/03/2010,0.4765
09/07/2009,Q2_10,01/04/2010,30/06/2010,0.417
09/07/2009,Q3_10,01/07/2010,30/09/2010,0.399
09/07/2009,Q4_10,01/10/2010,31/12/2010,0.5245
09/07/2009,Q1_11,01/01/2011,31/03/2011,0.6015
09/07/2009,Q2_11,01/04/2011,30/06/2011,0.5075
09/07/2009,Q3_11,01/07/2011,30/09/2011,0.4905
09/07/2009,Q4_11,01/10/2011,31/12/2011,0.5865
09/07/2009,Q1_12,01/01/2012,31/03/2012,0.6675
09/07/2009,Q2_12,01/04/2012,30/06/2012,0.5615
09/07/2009,Q3_12,01/07/2012,30/09/2012,0.5415
09/07/2009,Q4_12,01/10/2012,31/12/2012,0.643
09/07/2009,Q1_13,01/01/2013,31/03/2013,0.727
09/07/2009,Q2_13,01/04/2013,30/06/2013,0.603
09/07/2009,Q3_13,01/07/2013,30/09/2013,0.582
09/07/2009,Q4_13,01/10/2013,31/12/2013,0.661
09/07/2009,Q1_14,01/01/2014,31/03/2014,0.746
09/07/2009,Q2_14,01/04/2014,30/06/2014,0.618
09/07/2009,Q3_14,01/07/2014,30/09/2014,0.596
09/07/2009,Q4_14,01/10/2014,31/12/2014,0.6735
10/07/2009,Q4_09,01/10/2009,31/12/2009,0.37925
10/07/2009,Q1_10,01/01/2010,31/03/2010,0.4565
10/07/2009,Q2_10,01/04/2010,30/06/2010,0.405
10/07/2009,Q3_10,01/07/2010,30/09/2010,0.387
10/07/2009,Q4_10,01/10/2010,31/12/2010,0.514
10/07/2009,Q1_11,01/01/2011,31/03/2011,0.591
10/07/2009,Q2_11,01/04/2011,30/06/2011,0.5035
10/07/2009,Q3_11,01/07/2011,30/09/2011,0.4865
10/07/2009,Q4_11,01/10/2011,31/12/2011,0.582
10/07/2009,Q1_12,01/01/2012,31/03/2012,0.663
10/07/2009,Q2_12,01/04/2012,30/06/2012,0.5585
10/07/2009,Q3_12,01/07/2012,30/09/2012,0.5385
10/07/2009,Q4_12,01/10/2012,31/12/2012,0.6425
10/07/2009,Q1_13,01/01/2013,31/03/2013,0.7265
10/07/2009,Q2_13,01/04/2013,30/06/2013,0.603
10/07/2009,Q3_13,01/07/2013,30/09/2013,0.582
10/07/2009,Q4_13,01/10/2013,31/12/2013,0.661
10/07/2009,Q1_14,01/01/2014,31/03/2014,0.746
10/07/2009,Q2_14,01/04/2014,30/06/2014,0.618
10/07/2009,Q3_14,01/07/2014,30/09/2014,0.596
10/07/2009,Q4_14,01/10/2014,31/12/2014,0.6735
13/07/2009,Q4_09,01/10/2009,31/12/2009,0.37425
13/07/2009,Q1_10,01/01/2010,31/03/2010,0.45275
13/07/2009,Q2_10,01/04/2010,30/06/2010,0.412
13/07/2009,Q3_10,01/07/2010,30/09/2010,0.394
13/07/2009,Q4_10,01/10/2010,31/12/2010,0.5175
13/07/2009,Q1_11,01/01/2011,31/03/2011,0.5945
13/07/2009,Q2_11,01/04/2011,30/06/2011,0.5025
13/07/2009,Q3_11,01/07/2011,30/09/2011,0.4855
13/07/2009,Q4_11,01/10/2011,31/12/2011,0.5825
13/07/2009,Q1_12,01/01/2012,31/03/2012,0.6635
13/07/2009,Q2_12,01/04/2012,30/06/2012,0.559
13/07/2009,Q3_12,01/07/2012,30/09/2012,0.539
13/07/2009,Q4_12,01/10/2012,31/12/2012,0.639
13/07/2009,Q1_13,01/01/2013,31/03/2013,0.723
13/07/2009,Q2_13,01/04/2013,30/06/2013,0.603
13/07/2009,Q3_13,01/07/2013,30/09/2013,0.582
13/07/2009,Q4_13,01/10/2013,31/12/2013,0.6605
13/07/2009,Q1_14,01/01/2014,31/03/2014,0.7455
13/07/2009,Q2_14,01/04/2014,30/06/2014,0.618
13/07/2009,Q3_14,01/07/2014,30/09/2014,0.596
13/07/2009,Q4_14,01/10/2014,31/12/2014,0.6735
14/07/2009,Q4_09,01/10/2009,31/12/2009,0.37425
14/07/2009,Q1_10,01/01/2010,31/03/2010,0.45575
14/07/2009,Q2_10,01/04/2010,30/06/2010,0.415
14/07/2009,Q3_10,01/07/2010,30/09/2010,0.397
14/07/2009,Q4_10,01/10/2010,31/12/2010,0.5205
14/07/2009,Q1_11,01/01/2011,31/03/2011,0.5975
14/07/2009,Q2_11,01/04/2011,30/06/2011,0.506
14/07/2009,Q3_11,01/07/2011,30/09/2011,0.489
14/07/2009,Q4_11,01/10/2011,31/12/2011,0.583
14/07/2009,Q1_12,01/01/2012,31/03/2012,0.664
14/07/2009,Q2_12,01/04/2012,30/06/2012,0.561
14/07/2009,Q3_12,01/07/2012,30/09/2012,0.541
14/07/2009,Q4_12,01/10/2012,31/12/2012,0.6395
14/07/2009,Q1_13,01/01/2013,31/03/2013,0.7235
14/07/2009,Q2_13,01/04/2013,30/06/2013,0.604
14/07/2009,Q3_13,01/07/2013,30/09/2013,0.583
14/07/2009,Q4_13,01/10/2013,31/12/2013,0.6605
14/07/2009,Q1_14,01/01/2014,31/03/2014,0.7455
14/07/2009,Q2_14,01/04/2014,30/06/2014,0.6185
14/07/2009,Q3_14,01/07/2014,30/09/2014,0.5965
14/07/2009,Q4_14,01/10/2014,31/12/2014,0.6735
15/07/2009,Q4_09,01/10/2009,31/12/2009,0.36825
15/07/2009,Q1_10,01/01/2010,31/03/2010,0.44625
15/07/2009,Q2_10,01/04/2010,30/06/2010,0.411
15/07/2009,Q3_10,01/07/2010,30/09/2010,0.393
15/07/2009,Q4_10,01/10/2010,31/12/2010,0.5185
15/07/2009,Q1_11,01/01/2011,31/03/2011,0.5955
15/07/2009,Q2_11,01/04/2011,30/06/2011,0.5045
15/07/2009,Q3_11,01/07/2011,30/09/2011,0.4875
15/07/2009,Q4_11,01/10/2011,31/12/2011,0.5815
15/07/2009,Q1_12,01/01/2012,31/03/2012,0.6625
15/07/2009,Q2_12,01/04/2012,30/06/2012,0.563
15/07/2009,Q3_12,01/07/2012,30/09/2012,0.543
15/07/2009,Q4_12,01/10/2012,31/12/2012,0.64
15/07/2009,Q1_13,01/01/2013,31/03/2013,0.724
15/07/2009,Q2_13,01/04/2013,30/06/2013,0.605
15/07/2009,Q3_13,01/07/2013,30/09/2013,0.584
15/07/2009,Q4_13,01/10/2013,31/12/2013,0.6605
15/07/2009,Q1_14,01/01/2014,31/03/2014,0.7455
15/07/2009,Q2_14,01/04/2014,30/06/2014,0.619
15/07/2009,Q3_14,01/07/2014,30/09/2014,0.597
15/07/2009,Q4_14,01/10/2014,31/12/2014,0.6735
16/07/2009,Q4_09,01/10/2009,31/12/2009,0.36575
16/07/2009,Q1_10,01/01/2010,31/03/2010,0.44225
16/07/2009,Q2_10,01/04/2010,30/06/2010,0.4095
16/07/2009,Q3_10,01/07/2010,30/09/2010,0.3915
16/07/2009,Q4_10,01/10/2010,31/12/2010,0.5215
16/07/2009,Q1_11,01/01/2011,31/03/2011,0.5985
16/07/2009,Q2_11,01/04/2011,30/06/2011,0.5045
16/07/2009,Q3_11,01/07/2011,30/09/2011,0.4875
16/07/2009,Q4_11,01/10/2011,31/12/2011,0.582
16/07/2009,Q1_12,01/01/2012,31/03/2012,0.663
16/07/2009,Q2_12,01/04/2012,30/06/2012,0.5655
16/07/2009,Q3_12,01/07/2012,30/09/2012,0.5455
16/07/2009,Q4_12,01/10/2012,31/12/2012,0.643
16/07/2009,Q1_13,01/01/2013,31/03/2013,0.727
16/07/2009,Q2_13,01/04/2013,30/06/2013,0.6055
16/07/2009,Q3_13,01/07/2013,30/09/2013,0.5845
16/07/2009,Q4_13,01/10/2013,31/12/2013,0.668
16/07/2009,Q1_14,01/01/2014,31/03/2014,0.753
16/07/2009,Q2_14,01/04/2014,30/06/2014,0.619
16/07/2009,Q3_14,01/07/2014,30/09/2014,0.597
16/07/2009,Q4_14,01/10/2014,31/12/2014,0.683
17/07/2009,Q4_09,01/10/2009,31/12/2009,0.35825
17/07/2009,Q1_10,01/01/2010,31/03/2010,0.43075
17/07/2009,Q2_10,01/04/2010,30/06/2010,0.405
17/07/2009,Q3_10,01/07/2010,30/09/2010,0.387
17/07/2009,Q4_10,01/10/2010,31/12/2010,0.518
17/07/2009,Q1_11,01/01/2011,31/03/2011,0.595
17/07/2009,Q2_11,01/04/2011,30/06/2011,0.5045
17/07/2009,Q3_11,01/07/2011,30/09/2011,0.4875
17/07/2009,Q4_11,01/10/2011,31/12/2011,0.5845
17/07/2009,Q1_12,01/01/2012,31/03/2012,0.6655
17/07/2009,Q2_12,01/04/2012,30/06/2012,0.5715
17/07/2009,Q3_12,01/07/2012,30/09/2012,0.5515
17/07/2009,Q4_12,01/10/2012,31/12/2012,0.647
17/07/2009,Q1_13,01/01/2013,31/03/2013,0.731
17/07/2009,Q2_13,01/04/2013,30/06/2013,0.6115
17/07/2009,Q3_13,01/07/2013,30/09/2013,0.5905
17/07/2009,Q4_13,01/10/2013,31/12/2013,0.672
17/07/2009,Q1_14,01/01/2014,31/03/2014,0.757
17/07/2009,Q2_14,01/04/2014,30/06/2014,0.625
17/07/2009,Q3_14,01/07/2014,30/09/2014,0.603
17/07/2009,Q4_14,01/10/2014,31/12/2014,0.687
20/07/2009,Q4_09,01/10/2009,31/12/2009,0.36075
20/07/2009,Q1_10,01/01/2010,31/03/2010,0.43925
20/07/2009,Q2_10,01/04/2010,30/06/2010,0.409
20/07/2009,Q3_10,01/07/2010,30/09/2010,0.391
20/07/2009,Q4_10,01/10/2010,31/12/2010,0.5245
20/07/2009,Q1_11,01/01/2011,31/03/2011,0.6015
20/07/2009,Q2_11,01/04/2011,30/06/2011,0.5115
20/07/2009,Q3_11,01/07/2011,30/09/2011,0.4945
20/07/2009,Q4_11,01/10/2011,31/12/2011,0.591
20/07/2009,Q1_12,01/01/2012,31/03/2012,0.672
20/07/2009,Q2_12,01/04/2012,30/06/2012,0.578
20/07/2009,Q3_12,01/07/2012,30/09/2012,0.558
20/07/2009,Q4_12,01/10/2012,31/12/2012,0.6535
20/07/2009,Q1_13,01/01/2013,31/03/2013,0.7375
20/07/2009,Q2_13,01/04/2013,30/06/2013,0.6165
20/07/2009,Q3_13,01/07/2013,30/09/2013,0.5955
20/07/2009,Q4_13,01/10/2013,31/12/2013,0.6795
20/07/2009,Q1_14,01/01/2014,31/03/2014,0.7645
20/07/2009,Q2_14,01/04/2014,30/06/2014,0.6325
20/07/2009,Q3_14,01/07/2014,30/09/2014,0.6105
20/07/2009,Q4_14,01/10/2014,31/12/2014,0.6945
21/07/2009,Q4_09,01/10/2009,31/12/2009,0.3745
21/07/2009,Q1_10,01/01/2010,31/03/2010,0.46
21/07/2009,Q2_10,01/04/2010,30/06/2010,0.421
21/07/2009,Q3_10,01/07/2010,30/09/2010,0.412
21/07/2009,Q4_10,01/10/2010,31/12/2010,0.5435
21/07/2009,Q1_11,01/01/2011,31/03/2011,0.6205
21/07/2009,Q2_11,01/04/2011,30/06/2011,0.526
21/07/2009,Q3_11,01/07/2011,30/09/2011,0.512
21/07/2009,Q4_11,01/10/2011,31/12/2011,0.6035
21/07/2009,Q1_12,01/01/2012,31/03/2012,0.6845
21/07/2009,Q2_12,01/04/2012,30/06/2012,0.5835
21/07/2009,Q3_12,01/07/2012,30/09/2012,0.5665
21/07/2009,Q4_12,01/10/2012,31/12/2012,0.6725
21/07/2009,Q1_13,01/01/2013,31/03/2013,0.7565
21/07/2009,Q2_13,01/04/2013,30/06/2013,0.623
21/07/2009,Q3_13,01/07/2013,30/09/2013,0.605
21/07/2009,Q4_13,01/10/2013,31/12/2013,0.6925
21/07/2009,Q1_14,01/01/2014,31/03/2014,0.7775
21/07/2009,Q2_14,01/04/2014,30/06/2014,0.639
21/07/2009,Q3_14,01/07/2014,30/09/2014,0.62
21/07/2009,Q4_14,01/10/2014,31/12/2014,0.7075
22/07/2009,Q4_09,01/10/2009,31/12/2009,0.36875
22/07/2009,Q1_10,01/01/2010,31/03/2010,0.45525
22/07/2009,Q2_10,01/04/2010,30/06/2010,0.4175
22/07/2009,Q3_10,01/07/2010,30/09/2010,0.4085
22/07/2009,Q4_10,01/10/2010,31/12/2010,0.5405
22/07/2009,Q1_11,01/01/2011,31/03/2011,0.6175
22/07/2009,Q2_11,01/04/2011,30/06/2011,0.5175
